1	0.500000
2	0.500000
3	0.666667
4	0.750000
5	0.700000
6	0.833333
7	0.857143
8	0.937500
9	0.944444
10	0.950000
11	0.954545
12	0.958333
13	0.923077
14	0.928571
15	0.933333
16	0.968750
17	0.941176
18	0.916667
19	0.894737
20	0.925000
21	0.904762
22	0.886364
23	0.956522
24	0.979167
25	0.960000
26	0.942308
27	0.925926
28	0.928571
29	0.913793
30	0.900000
31	0.903226
32	0.890625
33	0.878788
34	0.882353
35	0.871429
36	0.888889
37	0.878378
38	0.881579
39	0.871795
40	0.862500
41	0.865854
42	0.880952
43	0.941860
44	0.931818
45	0.955556
46	0.967391
47	0.957447
48	0.989583
49	0.979592
50	0.970000
51	0.980392
52	0.971154
53	0.962264
54	0.962963
55	0.963636
56	0.991071
57	0.982456
58	0.974138
59	0.966102
60	0.958333
61	0.950820
62	0.951613
63	0.944444
64	0.937500
65	0.930769
66	0.924242
67	0.917910
68	0.911765
69	0.905797
70	0.907143
71	0.901408
72	0.909722
73	0.904110
74	0.912162
75	0.940000
76	0.934211
77	0.928571
78	0.929487
79	0.924051
80	0.918750
81	0.925926
82	0.926829
83	0.921687
84	0.916667
85	0.911765
86	0.924419
87	0.919540
88	0.920455
89	0.915730
90	0.916667
91	0.912088
92	0.907609
93	0.903226
94	0.909574
95	0.926316
96	0.927083
97	0.927835
98	0.923469
99	0.919192
100	0.920000
101	0.915842
102	0.911765
103	0.912621
104	0.908654
105	0.909524
106	0.910377
107	0.906542
108	0.902778
109	0.899083
110	0.895455
111	0.891892
112	0.888393
113	0.884956
114	0.881579
115	0.878261
116	0.875000
117	0.871795
118	0.877119
119	0.873950
120	0.870833
121	0.880165
122	0.885246
123	0.902439
124	0.903226
125	0.908000
126	0.904762
127	0.921260
128	0.917969
129	0.937984
130	0.934615
131	0.931298
132	0.931818
133	0.928571
134	0.932836
135	0.933333
136	0.930147
137	0.927007
138	0.927536
139	0.924460
140	0.928571
141	0.929078
142	0.929577
143	0.930070
144	0.934028
145	0.931034
146	0.928082
147	0.928571
148	0.925676
149	0.922819
150	0.920000
151	0.920530
152	0.921053
153	0.921569
154	0.918831
155	0.916129
156	0.913462
157	0.910828
158	0.908228
159	0.905660
160	0.903125
161	0.900621
162	0.898148
163	0.901840
164	0.899390
165	0.900000
166	0.897590
167	0.898204
168	0.898810
169	0.896450
170	0.900000
171	0.897661
172	0.898256
173	0.898844
174	0.896552
175	0.900000
176	0.900568
177	0.901130
178	0.898876
179	0.905028
180	0.905556
181	0.903315
182	0.903846
183	0.901639
184	0.902174
185	0.902703
186	0.900538
187	0.906417
188	0.904255
189	0.902116
190	0.900000
191	0.900524
192	0.898438
193	0.896373
194	0.902062
195	0.900000
196	0.897959
197	0.898477
198	0.896465
199	0.899497
200	0.897500
201	0.898010
202	0.903465
203	0.903941
204	0.901961
205	0.902439
206	0.900485
207	0.898551
208	0.901442
209	0.899522
210	0.900000
211	0.898104
212	0.896226
213	0.894366
214	0.899533
215	0.897674
216	0.898148
217	0.907834
218	0.905963
219	0.906393
220	0.904545
221	0.904977
222	0.903153
223	0.901345
224	0.901786
225	0.900000
226	0.898230
227	0.900881
228	0.899123
229	0.901747
230	0.906522
231	0.911255
232	0.909483
233	0.912017
234	0.914530
235	0.914894
236	0.915254
237	0.913502
238	0.913866
239	0.914226
240	0.912500
241	0.910788
242	0.911157
243	0.911523
244	0.915984
245	0.918367
246	0.916667
247	0.914980
248	0.917339
249	0.927711
250	0.926000
251	0.924303
252	0.924603
253	0.924901
254	0.927165
255	0.929412
256	0.927734
257	0.926070
258	0.926357
259	0.926641
260	0.926923
261	0.927203
262	0.929389
263	0.927757
264	0.931818
265	0.939623
266	0.937970
